handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
cf_flagstaff,Product,Flagstaff Futon Frame,*Contact for availability and pricing* The Flagstaff is a perfect blend of 9” of both soft and medium firm high-density convoluted foam plus 2” of 2.5-pound density block foam compressed to 8” to create a nearly perfect “medium” feel.,"https://static.wixstatic.com/media/e04e89_07621d698bdd4ab6a62b372d433fdb22~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-FLAGSTAFF,Call for Price,1.00,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_chandler,Product,Chandler Futon Frame,*Contact for availability and pricing* The Chandler is a pressure-relieving memory foam mattress that conforms to and supports for individualized comfort.,"https://static.wixstatic.com/media/e04e89_354d2b79d3004c6e95e629a6d99d2e8e~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-CHANDLER,Call for Price,1.00,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_northampton,Product,Northampton Futon Frame,"*Contact for availability and pricing* The Northampton is another star in the Simple Comfort line but also a Dual Comfort mattress, with multi layers of rebonded foam and convoluted high-density foam to create a medium firm side and a softer side.","https://static.wixstatic.com/media/e04e89_0eb04eaa5f7f4ebfb28e59ac8dbc7372~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-NORTHAMPTON,Call for Price,1.00,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_gemini,Product,Gemini Futon Frame,*Contact for availability and pricing* The Gemini provides the comforting support of latex-like foam to deliver exceptional comfort that envelops your entire body. Ultra-premium seating comfort; unmatchable sleeping comfort.,"https://static.wixstatic.com/media/e04e89_4cab654aac414b82bec33508dce4b1b3~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-GEMINI,Call for Price,1.00,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_cambridge,Product,Cambridge Futon Frame,"*Contact for availability and pricing* The Cambridge is our star entry in the Simple Comfort line, which offers a soft-medium feel and affordability.","https://static.wixstatic.com/media/e04e89_17660b22850343059377d2a0edd7475c~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-CAMBRIDGE,Call for Price,1.00,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_sedona,Product,Sedona Futon Frame,*Contact for availability and pricing* The Sedona is another Dual Comfort mattress that offers a firm side and a medium-firm side; the perfect choice for consumers seeking a firmer comfort level and affordability.,"https://static.wixstatic.com/media/e04e89_1784a066b6d04f51b8882618474df1dc~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-SEDONA,Call for Price,1.00,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_yuma,Product,Yuma Futon Frame,"The Yuma is a Dual-Comfort linked coil innerspring unit, with the full size having 390 coils and queen size having 493 coils, with 2"" of 2 lbs. flat polyurethane soft foam, 3"" of 2.2 lbs. of convoluted polyurethane foam, and 1.375"" flat 2.2 lbs. of firm foam.","https://static.wixstatic.com/media/e04e89_ff7419677f7b4d5a87d1815aa167dbc2~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-YUMA,Call for Price,1.00,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_alpine,Product,Alpine Futon Frame,"*Contact for availability and pricing* The Alpine is a dual comfort mattress, overstuffed with 12” of high-density foams thermally rebonded for extra strength and poly batting compressed to an 8” thickness. The Alpine is a customer favorite for its comfort and affordability.","https://static.wixstatic.com/media/e04e89_c54a59af156b423b9d0a0b57df7f17ae~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-ALPINE,Call for Price,1.00,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_asheville,Product,Asheville Futon Frame,"*Contact for availability and pricing* Although a spring system isn’t needed for support in this high-performance futon mattress, the Asheville offers familiar comfort for those who prefer the feel of an innerspring mattress.","https://static.wixstatic.com/media/e04e89_9a21133f83c3412ebe88d2f232c56cf9~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-ASHEVILLE,Call for Price,1.00,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_maricopa,Product,Maricopa Futon Frame,*Contact for availability and pricing* The unique soft touch on one side with firm support on the other makes the Maricopa one of our most popular Dual Comfort mattresses.,"https://static.wixstatic.com/media/e04e89_b9e01e79be954d298c27105c5652345a~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-MARICOPA,Call for Price,1.00,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
